applicant_id,gender,age,age_group,race,income,coapplicant_income,credit_score,loan_amount,loan_term,employment_years,home_ownership,education,self_employed,dependents,property_area,dti,loan_status
L02351,Female,47,Middle-aged,Caucasian,48200.0,35100.0,643,215500.0,360,5.6,Rent,Graduate,No,0,Urban,0.186,1
L02352,Female,46,Middle-aged,Caucasian,81200.0,13400.0,650,316800.0,360,5.4,Mortgage,Undergraduate,No,0,Semiurban,0.241,1
L02353,Female,26,Young,Hispanic,25800.0,25100.0,551,164500.0,360,1.4,Rent,Undergraduate,Yes,1,Urban,0.233,0
L02354,Female,49,Middle-aged,Caucasian,34300.0,31200.0,519,166000.0,360,7.4,Mortgage,Graduate,Yes,0,Urban,0.182,0
L02355,Female,29,Young,Caucasian,45400.0,0.0,583,231700.0,180,4.5,Rent,Graduate,No,3+,Semiurban,0.517,0
L02356,Male,27,Young,Hispanic,62800.0,47700.0,597,434300.0,360,2.7,Mortgage,Undergraduate,No,1,Semiurban,0.283,0
L02357,Female,36,Middle-aged,Caucasian,44800.0,58300.0,628,393600.0,120,9.9,Rent,Graduate,No,0,Semiurban,0.509,0
L02358,Male,33,Middle-aged,Caucasian,82000.0,0.0,552,253800.0,360,4.7,Rent,Graduate,No,0,Semiurban,0.223,1
L02359,Male,38,Middle-aged,Hispanic,33900.0,22800.0,592,226400.0,360,8.5,Mortgage,Graduate,No,1,Rural,0.287,1
L02360,Male,23,Young,Asian,31100.0,0.0,616,149500.0,120,5.9,Mortgage,Undergraduate,No,0,Rural,0.64,0
L02361,Male,52,Middle-aged,Asian,55500.0,0.0,685,279200.0,360,9.7,Own,Graduate,No,0,Urban,0.362,1
L02362,Male,54,Middle-aged,Caucasian,47500.0,38900.0,530,285800.0,360,17.3,Own,Graduate,No,2,Rural,0.238,1
L02363,Male,18,Young,Asian,60900.0,0.0,641,290700.0,360,0.1,Rent,Undergraduate,Yes,0,Urban,0.343,0
L02364,Male,52,Middle-aged,Caucasian,48500.0,0.0,625,151100.0,360,5.5,Mortgage,Graduate,No,1,Rural,0.224,0
L02365,Female,31,Middle-aged,Caucasian,36400.0,0.0,587,115400.0,180,8.4,Mortgage,Undergraduate,No,3+,Semiurban,0.321,0
L02366,Male,51,Middle-aged,Hispanic,42800.0,0.0,491,139800.0,180,7.1,Rent,Graduate,Yes,0,Urban,0.331,0
L02367,Male,40,Middle-aged,Caucasian,49600.0,0.0,712,250900.0,120,24.8,Mortgage,Graduate,No,0,Semiurban,0.674,0
L02368,Female,41,Middle-aged,Asian,36900.0,5800.0,624,125500.0,120,4.7,Mortgage,Graduate,No,3+,Rural,0.392,0
L02369,Male,38,Middle-aged,Caucasian,45200.0,47900.0,524,228200.0,360,4.0,Mortgage,Undergraduate,No,0,Rural,0.176,1
L02370,Female,55,Middle-aged,Caucasian,35500.0,15300.0,656,222400.0,360,10.0,Mortgage,Graduate,No,0,Semiurban,0.315,1
L02371,Female,26,Young,Asian,58700.0,0.0,629,190300.0,180,2.8,Mortgage,Graduate,No,2,Rural,0.328,1
L02372,Female,48,Middle-aged,Caucasian,45000.0,19500.0,704,274600.0,360,6.6,Own,Graduate,No,0,Urban,0.306,1
L02373,Female,54,Middle-aged,African American,78600.0,27500.0,648,445400.0,360,18.1,Mortgage,Graduate,No,0,Urban,0.302,1
L02374,Male,49,Middle-aged,Caucasian,52300.0,0.0,639,161600.0,360,4.8,Rent,Graduate,No,0,Urban,0.222,1
L02375,Female,68,Senior,Hispanic,29500.0,20400.0,610,123100.0,180,11.3,Own,Graduate,No,3+,Semiurban,0.25,1
L02376,Male,34,Middle-aged,Caucasian,142700.0,24300.0,724,654100.0,360,4.4,Rent,Graduate,No,2,Semiurban,0.282,1
L02377,Male,52,Middle-aged,Caucasian,57800.0,0.0,600,303100.0,360,7.2,Mortgage,Graduate,No,1,Semiurban,0.377,0
L02378,Female,39,Middle-aged,Caucasian,61900.0,0.0,577,308100.0,360,4.6,Own,Graduate,Yes,0,Semiurban,0.358,1
L02379,Male,55,Middle-aged,Hispanic,55900.0,48700.0,646,302700.0,360,6.3,Mortgage,Graduate,No,0,Rural,0.208,1
L02380,Female,40,Middle-aged,African American,40900.0,0.0,542,158300.0,360,3.5,Mortgage,Graduate,No,3+,Semiurban,0.278,0
L02381,Female,36,Middle-aged,African American,39500.0,18200.0,704,190600.0,360,24.7,Rent,Graduate,No,1,Semiurban,0.238,1
L02382,Female,56,Senior,Caucasian,26800.0,0.0,744,124700.0,360,11.1,Rent,Graduate,No,0,Rural,0.335,1
L02383,Female,35,Middle-aged,Caucasian,48300.0,0.0,586,182000.0,120,10.1,Mortgage,Graduate,No,3+,Rural,0.502,1
L02384,Male,24,Young,Caucasian,28900.0,12800.0,498,119100.0,360,1.2,Rent,Graduate,No,3+,Rural,0.205,0
L02385,Male,34,Middle-aged,Caucasian,45700.0,0.0,630,213900.0,360,2.5,Mortgage,Undergraduate,No,1,Urban,0.337,1
L02386,Female,48,Middle-aged,Caucasian,31200.0,54500.0,591,242900.0,180,9.1,Mortgage,Graduate,No,3+,Semiurban,0.287,1
L02387,Male,57,Senior,Hispanic,50900.0,0.0,719,161500.0,360,12.3,Mortgage,Undergraduate,No,0,Urban,0.228,1
L02388,Female,42,Middle-aged,Asian,47600.0,0.0,576,227400.0,360,6.1,Rent,Graduate,No,1,Semiurban,0.344,0
L02389,Female,56,Senior,Caucasian,50500.0,0.0,680,218000.0,360,8.2,Mortgage,Graduate,No,0,Urban,0.311,1
L02390,Female,24,Young,Caucasian,46700.0,0.0,603,191500.0,360,3.3,Mortgage,Graduate,No,1,Rural,0.295,1
L02391,Male,35,Middle-aged,Asian,38500.0,0.0,565,173800.0,180,3.4,Rent,Graduate,No,3+,Semiurban,0.457,0
L02392,Male,37,Middle-aged,Caucasian,44200.0,28700.0,628,246200.0,120,9.9,Rent,Graduate,No,0,Urban,0.45,1
L02393,Male,39,Middle-aged,Caucasian,70800.0,57600.0,690,452700.0,360,4.4,Rent,Graduate,No,2,Semiurban,0.254,1
L02394,Male,42,Middle-aged,Caucasian,75100.0,33900.0,651,461400.0,120,5.6,Mortgage,Graduate,No,0,Rural,0.564,1
L02395,Female,49,Middle-aged,Caucasian,26300.0,0.0,623,115200.0,180,10.2,Mortgage,Undergraduate,No,1,Urban,0.444,1
L02396,Male,35,Middle-aged,Asian,26600.0,11400.0,544,146500.0,360,2.6,Rent,Graduate,No,0,Semiurban,0.277,0
L02397,Male,42,Middle-aged,Caucasian,36700.0,30400.0,684,231800.0,360,10.9,Own,Graduate,No,0,Urban,0.249,1
L02398,Male,40,Middle-aged,Caucasian,74500.0,0.0,705,312500.0,360,14.8,Rent,Graduate,No,1,Rural,0.302,1
L02399,Female,29,Young,Caucasian,67700.0,0.0,596,229300.0,360,1.9,Mortgage,Graduate,No,1,Urban,0.244,0
L02400,Female,39,Middle-aged,African American,22000.0,0.0,591,82600.0,180,7.6,Rent,Graduate,No,0,Semiurban,0.38,0
L02401,Male,39,Middle-aged,Caucasian,55400.0,0.0,710,252600.0,360,5.8,Rent,Graduate,Yes,0,Semiurban,0.328,1
L02402,Male,39,Middle-aged,Caucasian,102100.0,13500.0,595,432500.0,360,3.6,Rent,Graduate,No,1,Urban,0.269,1
L02403,Male,41,Middle-aged,Hispanic,52100.0,0.0,662,203900.0,360,9.2,Mortgage,Undergraduate,No,1,Rural,0.282,0
L02404,Male,41,Middle-aged,Hispanic,77900.0,22100.0,613,422300.0,360,8.2,Rent,Undergraduate,Yes,0,Semiurban,0.304,1
L02405,Female,35,Middle-aged,Hispanic,54800.0,0.0,726,165100.0,180,7.7,Own,Graduate,No,1,Urban,0.305,1
L02406,Female,56,Senior,Asian,29000.0,0.0,634,131300.0,360,14.1,Mortgage,Graduate,No,1,Semiurban,0.326,0
L02407,Male,26,Young,Caucasian,45400.0,0.0,673,186200.0,360,2.9,Mortgage,Undergraduate,No,1,Rural,0.295,1
L02408,Male,32,Middle-aged,Caucasian,49700.0,21200.0,565,234700.0,360,7.8,Mortgage,Graduate,No,2,Rural,0.238,0
L02409,Female,74,Senior,Caucasian,43400.0,0.0,593,163500.0,180,15.2,Mortgage,Graduate,No,1,Semiurban,0.381,1
L02410,Male,28,Young,Caucasian,70700.0,9800.0,607,257300.0,360,2.4,Rent,Graduate,No,3+,Semiurban,0.23,0
L02411,Female,24,Young,Hispanic,43300.0,0.0,609,162500.0,120,16.6,Own,Graduate,Yes,3+,Rural,0.5,0
L02412,Male,49,Middle-aged,Asian,20000.0,14700.0,581,108000.0,360,6.7,Mortgage,Graduate,No,2,Urban,0.224,1
L02413,Male,18,Young,African American,23200.0,66300.0,614,233300.0,360,6.3,Rent,Graduate,No,0,Rural,0.188,1
L02414,Male,38,Middle-aged,Caucasian,20400.0,24800.0,583,151700.0,360,10.0,Mortgage,Graduate,No,0,Urban,0.241,1
L02415,Male,66,Senior,Hispanic,47300.0,0.0,534,190200.0,360,10.7,Mortgage,Graduate,No,2,Semiurban,0.289,0
L02416,Female,22,Young,Asian,45900.0,0.0,625,219900.0,360,1.3,Own,Graduate,No,0,Rural,0.345,1
L02417,Male,18,Young,Caucasian,54900.0,0.0,540,243700.0,360,1.6,Mortgage,Graduate,No,0,Semiurban,0.319,0
L02418,Male,23,Young,Hispanic,30100.0,20200.0,559,140100.0,360,2.1,Own,Graduate,No,3+,Semiurban,0.2,0
L02419,Male,51,Middle-aged,Caucasian,64200.0,0.0,744,232600.0,180,8.6,Own,Graduate,No,1,Urban,0.367,1
L02420,Male,54,Middle-aged,Caucasian,65300.0,0.0,762,207500.0,360,6.9,Mortgage,Undergraduate,No,0,Urban,0.229,1
L02421,Male,34,Middle-aged,African American,23700.0,0.0,558,121500.0,360,6.4,Rent,Graduate,No,3+,Urban,0.369,0
L02422,Male,49,Middle-aged,African American,21800.0,0.0,648,108900.0,360,6.3,Rent,Undergraduate,No,1,Rural,0.359,0
L02423,Female,57,Senior,Caucasian,41700.0,54500.0,608,225800.0,120,5.9,Mortgage,Graduate,No,0,Semiurban,0.313,1
L02424,Male,62,Senior,Caucasian,100400.0,18100.0,679,472300.0,180,8.9,Mortgage,Graduate,No,0,Urban,0.404,1
L02425,Male,38,Middle-aged,Hispanic,87100.0,0.0,613,449500.0,360,7.7,Mortgage,Graduate,No,1,Semiurban,0.371,1
L02426,Female,18,Young,African American,39900.0,21000.0,478,239200.0,360,7.4,Own,Graduate,No,1,Rural,0.283,0
L02427,Male,31,Middle-aged,African American,29300.0,36100.0,598,199400.0,180,2.1,Rent,Undergraduate,No,1,Urban,0.309,1
L02428,Female,35,Middle-aged,Caucasian,59400.0,0.0,640,210400.0,180,4.0,Mortgage,Graduate,No,0,Urban,0.359,1
L02429,Male,37,Middle-aged,Caucasian,40900.0,18000.0,570,183200.0,360,24.0,Rent,Graduate,No,1,Semiurban,0.224,1
L02430,Female,38,Middle-aged,Caucasian,30700.0,15200.0,669,180700.0,120,4.5,Own,Graduate,No,1,Urban,0.524,1
L02431,Female,54,Middle-aged,Caucasian,20000.0,0.0,593,95100.0,360,12.9,Own,Undergraduate,Yes,2,Semiurban,0.342,0
L02432,Female,56,Senior,Caucasian,43400.0,7100.0,603,197700.0,360,9.3,Mortgage,Undergraduate,No,1,Rural,0.282,0
L02433,Female,38,Middle-aged,Caucasian,32400.0,0.0,637,106000.0,360,3.7,Mortgage,Graduate,No,0,Semiurban,0.235,1
L02434,Male,54,Middle-aged,Caucasian,50900.0,0.0,552,259700.0,360,10.6,Rent,Graduate,No,0,Semiurban,0.367,0
L02435,Female,45,Middle-aged,Caucasian,20000.0,13800.0,660,134100.0,120,21.0,Rent,Undergraduate,No,1,Semiurban,0.529,0
L02436,Male,41,Middle-aged,Asian,52500.0,13700.0,602,198300.0,360,14.3,Own,Graduate,Yes,1,Urban,0.216,1
L02437,Male,51,Middle-aged,Caucasian,20000.0,23800.0,674,102300.0,360,10.8,Mortgage,Graduate,Yes,0,Rural,0.168,1
L02438,Male,41,Middle-aged,Caucasian,75700.0,0.0,722,318400.0,360,7.0,Mortgage,Graduate,No,0,Urban,0.303,1
L02439,Male,65,Senior,Caucasian,60400.0,16200.0,707,251300.0,360,9.0,Mortgage,Graduate,No,0,Rural,0.236,1
L02440,Male,23,Young,Caucasian,43900.0,0.0,543,159700.0,360,3.0,Mortgage,Graduate,No,0,Urban,0.262,0
L02441,Female,34,Middle-aged,Caucasian,52200.0,0.0,540,166800.0,360,4.5,Rent,Undergraduate,No,0,Rural,0.23,0
L02442,Male,39,Middle-aged,Hispanic,29800.0,0.0,519,153300.0,360,15.9,Rent,Graduate,No,2,Rural,0.37,0
L02443,Female,46,Middle-aged,Asian,42900.0,0.0,692,208800.0,360,5.4,Mortgage,Graduate,No,1,Urban,0.35,1
L02444,Female,56,Senior,Caucasian,57300.0,0.0,644,186600.0,360,8.1,Mortgage,Graduate,No,3+,Urban,0.234,1
L02445,Male,40,Middle-aged,Caucasian,20000.0,64800.0,563,271300.0,120,6.1,Rent,Graduate,No,2,Urban,0.426,0
L02446,Male,23,Young,Caucasian,41000.0,13000.0,582,217500.0,360,3.4,Mortgage,Undergraduate,Yes,1,Urban,0.29,0
L02447,Male,51,Middle-aged,Asian,48600.0,44400.0,703,269800.0,360,5.0,Own,Graduate,No,0,Semiurban,0.209,1
L02448,Male,50,Middle-aged,Caucasian,45300.0,24600.0,680,289800.0,360,6.4,Mortgage,Graduate,No,2,Semiurban,0.298,1
L02449,Male,18,Young,Caucasian,87800.0,0.0,646,381500.0,360,3.5,Own,Graduate,No,0,Semiurban,0.313,1
L02450,Male,40,Middle-aged,Asian,31300.0,33000.0,646,240100.0,360,10.4,Mortgage,Graduate,Yes,0,Urban,0.269,1
L02451,Male,21,Young,Asian,38200.0,32000.0,595,224200.0,180,4.7,Mortgage,Undergraduate,No,0,Urban,0.323,1
L02452,Female,33,Middle-aged,Asian,20000.0,0.0,606,82500.0,360,4.7,Own,Graduate,No,0,Semiurban,0.297,0
L02453,Female,30,Middle-aged,Hispanic,67300.0,7300.0,635,260200.0,360,7.3,Rent,Undergraduate,Yes,0,Rural,0.251,0
L02454,Male,50,Middle-aged,Hispanic,40000.0,0.0,629,154900.0,360,10.3,Mortgage,Graduate,No,0,Semiurban,0.279,1
L02455,Female,42,Middle-aged,Caucasian,35000.0,0.0,659,149700.0,360,5.0,Mortgage,Graduate,No,0,Urban,0.308,1
L02456,Male,25,Young,Caucasian,48000.0,0.0,620,246300.0,360,1.6,Rent,Graduate,No,1,Semiurban,0.369,0
L02457,Male,51,Middle-aged,Asian,63200.0,21900.0,597,325700.0,360,13.1,Rent,Undergraduate,Yes,1,Semiurban,0.275,1
L02458,Female,23,Young,African American,36600.0,19300.0,618,156200.0,360,4.5,Mortgage,Undergraduate,No,0,Semiurban,0.201,1
L02459,Male,44,Middle-aged,Hispanic,127200.0,0.0,705,383600.0,360,4.9,Rent,Graduate,Yes,0,Semiurban,0.217,1
L02460,Male,31,Middle-aged,Caucasian,58800.0,0.0,653,289000.0,360,3.5,Mortgage,Undergraduate,No,0,Rural,0.354,1
L02461,Female,36,Middle-aged,Caucasian,34600.0,12500.0,598,157600.0,180,10.0,Rent,Graduate,No,0,Semiurban,0.339,0
L02462,Female,47,Middle-aged,Caucasian,33300.0,27700.0,668,178300.0,360,9.6,Rent,Graduate,No,1,Urban,0.21,1
L02463,Female,47,Middle-aged,Caucasian,35600.0,0.0,618,170900.0,180,18.9,Rent,Graduate,Yes,2,Urban,0.486,0
L02464,Female,57,Senior,Caucasian,22900.0,0.0,670,117400.0,360,9.0,Rent,Undergraduate,No,0,Semiurban,0.369,1
L02465,Female,40,Middle-aged,African American,32400.0,52000.0,581,281600.0,360,3.6,Rent,Graduate,No,0,Rural,0.24,0
L02466,Male,44,Middle-aged,Caucasian,67100.0,0.0,619,227500.0,120,9.9,Mortgage,Undergraduate,No,0,Rural,0.452,0
L02467,Male,35,Middle-aged,African American,30700.0,0.0,636,119100.0,360,4.0,Mortgage,Undergraduate,No,0,Urban,0.279,0
L02468,Male,43,Middle-aged,African American,28400.0,0.0,590,133700.0,120,5.7,Mortgage,Graduate,No,0,Urban,0.627,0
L02469,Male,46,Middle-aged,Caucasian,89900.0,5800.0,796,468700.0,360,5.3,Rent,Graduate,No,0,Rural,0.352,1
L02470,Male,39,Middle-aged,Caucasian,27700.0,16900.0,637,192600.0,360,5.0,Mortgage,Graduate,No,0,Urban,0.311,1
L02471,Male,19,Young,African American,20000.0,0.0,568,83000.0,360,9.0,Rent,Undergraduate,No,3+,Rural,0.299,0
L02472,Female,44,Middle-aged,Asian,26300.0,0.0,659,127600.0,360,8.2,Mortgage,Graduate,No,2,Semiurban,0.349,1
L02473,Female,45,Middle-aged,Hispanic,20000.0,0.0,577,62100.0,360,4.6,Rent,Graduate,No,1,Semiurban,0.223,1
L02474,Female,32,Middle-aged,Hispanic,42900.0,0.0,660,156300.0,120,6.5,Rent,Graduate,No,2,Urban,0.485,0
L02475,Male,25,Young,Hispanic,38200.0,0.0,644,146500.0,360,6.1,Mortgage,Graduate,No,0,Semiurban,0.276,1
L02476,Female,58,Senior,Caucasian,38200.0,0.0,715,198400.0,360,16.8,Rent,Graduate,No,0,Rural,0.374,1
L02477,Male,46,Middle-aged,Hispanic,70000.0,0.0,621,210500.0,360,14.0,Mortgage,Undergraduate,No,0,Semiurban,0.216,0
L02478,Female,38,Middle-aged,Asian,31600.0,0.0,531,116700.0,180,3.3,Rent,Graduate,No,1,Semiurban,0.374,0
L02479,Male,27,Young,Hispanic,60200.0,11800.0,575,338700.0,180,11.4,Rent,Graduate,No,2,Rural,0.476,0
L02480,Female,31,Middle-aged,Caucasian,76300.0,22800.0,613,326400.0,360,2.2,Own,Graduate,No,0,Semiurban,0.237,1
L02481,Male,56,Senior,Hispanic,36800.0,0.0,736,129000.0,360,6.5,Mortgage,Undergraduate,No,0,Rural,0.252,1
L02482,Female,42,Middle-aged,Caucasian,56000.0,0.0,762,260000.0,360,4.2,Mortgage,Graduate,Yes,2,Urban,0.334,1
L02483,Female,34,Middle-aged,Asian,37800.0,0.0,624,176800.0,360,3.4,Own,Graduate,No,0,Rural,0.337,0
L02484,Male,47,Middle-aged,Caucasian,70900.0,18700.0,650,328500.0,360,12.5,Own,Graduate,Yes,1,Urban,0.264,1
L02485,Male,31,Middle-aged,Caucasian,26100.0,0.0,569,133900.0,360,7.7,Own,Graduate,No,0,Urban,0.369,0
L02486,Female,59,Senior,Caucasian,21600.0,0.0,678,74700.0,360,12.0,Mortgage,Undergraduate,No,0,Urban,0.249,1
L02487,Male,57,Senior,Caucasian,41900.0,16300.0,773,255800.0,360,18.6,Mortgage,Graduate,No,1,Rural,0.316,1
L02488,Female,35,Middle-aged,Caucasian,29200.0,31100.0,706,215200.0,120,5.0,Rent,Undergraduate,No,0,Urban,0.475,0
L02489,Female,33,Middle-aged,Asian,33900.0,0.0,667,129800.0,360,2.3,Mortgage,Graduate,No,0,Rural,0.275,1
L02490,Male,18,Young,Caucasian,44900.0,0.0,653,216200.0,360,5.1,Rent,Graduate,No,3+,Semiurban,0.346,0
L02491,Male,23,Young,Caucasian,65400.0,49900.0,659,303600.0,360,10.9,Own,Graduate,No,0,Semiurban,0.189,1
L02492,Male,24,Young,Caucasian,41600.0,83300.0,589,283400.0,360,19.6,Rent,Graduate,No,0,Semiurban,0.163,1
L02493,Female,42,Middle-aged,Caucasian,30000.0,0.0,565,152800.0,360,5.9,Rent,Graduate,No,0,Urban,0.366,0
L02494,Male,37,Middle-aged,Caucasian,42600.0,15200.0,611,162900.0,360,11.5,Mortgage,Graduate,No,0,Rural,0.203,1
L02495,Male,24,Young,Caucasian,36000.0,0.0,613,108300.0,120,10.4,Mortgage,Graduate,No,0,Rural,0.401,0
L02496,Male,37,Middle-aged,Caucasian,33700.0,8900.0,518,149000.0,360,3.6,Mortgage,Graduate,No,0,Semiurban,0.252,1
L02497,Female,47,Middle-aged,African American,20000.0,0.0,600,64700.0,360,9.3,Mortgage,Graduate,No,0,Rural,0.233,0
L02498,Female,47,Middle-aged,Caucasian,42800.0,29100.0,578,288200.0,360,5.3,Mortgage,Undergraduate,No,0,Rural,0.288,0
L02499,Female,18,Young,Caucasian,33200.0,49300.0,637,302000.0,360,3.0,Mortgage,Graduate,Yes,2,Semiurban,0.263,1
L02500,Male,39,Middle-aged,Caucasian,72200.0,0.0,606,295000.0,360,13.7,Mortgage,Graduate,No,0,Semiurban,0.294,0
L02501,Female,24,Young,Hispanic,20600.0,33100.0,595,151400.0,360,8.7,Rent,Undergraduate,No,1,Semiurban,0.203,0
L02502,Female,51,Middle-aged,Caucasian,33500.0,0.0,584,141100.0,180,9.2,Rent,Graduate,No,0,Semiurban,0.427,0
L02503,Female,50,Middle-aged,Caucasian,86000.0,0.0,762,301800.0,360,13.1,Mortgage,Graduate,No,0,Semiurban,0.252,1
L02504,Female,30,Middle-aged,Caucasian,28600.0,0.0,488,105000.0,180,2.6,Own,Undergraduate,Yes,0,Rural,0.372,0
L02505,Male,31,Middle-aged,Caucasian,44600.0,49200.0,633,228600.0,180,3.0,Mortgage,Graduate,Yes,2,Semiurban,0.247,1
L02506,Male,35,Middle-aged,Caucasian,30100.0,0.0,522,120500.0,180,3.7,Rent,Graduate,No,0,Semiurban,0.405,0
L02507,Female,18,Young,Caucasian,24300.0,19700.0,538,152300.0,120,7.5,Rent,Undergraduate,No,0,Semiurban,0.461,0
L02508,Male,45,Middle-aged,Caucasian,91000.0,16200.0,675,507500.0,360,15.1,Own,Graduate,No,0,Semiurban,0.341,1
L02509,Female,37,Middle-aged,Caucasian,44600.0,0.0,629,208000.0,360,7.0,Rent,Graduate,No,1,Urban,0.336,1
L02510,Female,52,Middle-aged,Caucasian,44000.0,0.0,649,203600.0,120,20.9,Rent,Graduate,No,3+,Rural,0.616,0
L02511,Male,27,Young,African American,20000.0,23300.0,588,119800.0,360,7.9,Mortgage,Graduate,No,0,Semiurban,0.199,1
L02512,Female,33,Middle-aged,Hispanic,42400.0,18700.0,567,261800.0,360,6.4,Rent,Graduate,No,1,Semiurban,0.308,0
L02513,Male,22,Young,Caucasian,77900.0,0.0,608,399700.0,360,5.3,Mortgage,Graduate,No,0,Semiurban,0.369,1
L02514,Male,28,Young,African American,62100.0,0.0,616,316600.0,360,11.0,Mortgage,Undergraduate,No,3+,Rural,0.367,0
L02515,Female,26,Young,Hispanic,48000.0,0.0,612,148200.0,360,1.7,Mortgage,Graduate,No,1,Urban,0.222,0
L02516,Female,52,Middle-aged,Asian,26500.0,0.0,618,115500.0,360,6.0,Mortgage,Graduate,No,0,Rural,0.314,0
L02517,Male,32,Middle-aged,Caucasian,55600.0,0.0,659,247300.0,180,3.6,Rent,Undergraduate,No,0,Semiurban,0.45,0
L02518,Male,42,Middle-aged,African American,51200.0,0.0,632,187600.0,360,14.9,Rent,Undergraduate,No,0,Rural,0.264,1
L02519,Female,36,Middle-aged,Caucasian,20300.0,0.0,605,106200.0,360,17.2,Mortgage,Graduate,No,1,Rural,0.376,0
L02520,Female,25,Young,Caucasian,26600.0,0.0,558,97200.0,360,3.3,Mortgage,Undergraduate,No,0,Urban,0.263,0
L02521,Female,38,Middle-aged,Caucasian,59400.0,30700.0,564,264300.0,360,15.9,Mortgage,Graduate,No,1,Rural,0.211,1
L02522,Male,48,Middle-aged,Caucasian,69600.0,35800.0,659,362700.0,360,8.5,Mortgage,Graduate,No,1,Semiurban,0.248,1
L02523,Male,26,Young,Caucasian,26400.0,0.0,655,98400.0,120,4.4,Rent,Graduate,No,0,Urban,0.497,0
L02524,Male,50,Middle-aged,Caucasian,67400.0,37200.0,678,443100.0,360,13.7,Mortgage,Graduate,No,1,Rural,0.305,1
L02525,Female,30,Middle-aged,African American,33100.0,0.0,545,132100.0,120,5.7,Mortgage,Graduate,No,3+,Semiurban,0.532,0
L02526,Male,35,Middle-aged,Caucasian,67000.0,28400.0,677,322200.0,360,5.6,Mortgage,Graduate,No,0,Urban,0.243,1
L02527,Male,47,Middle-aged,Caucasian,38000.0,24900.0,603,226100.0,360,4.4,Mortgage,Graduate,Yes,2,Urban,0.259,1
L02528,Female,33,Middle-aged,Caucasian,53900.0,32800.0,658,227200.0,360,2.3,Rent,Graduate,No,0,Semiurban,0.189,1
L02529,Male,41,Middle-aged,Caucasian,68700.0,0.0,617,323100.0,360,8.4,Mortgage,Graduate,No,0,Urban,0.338,1
L02530,Female,37,Middle-aged,Caucasian,36200.0,0.0,628,171200.0,180,3.2,Mortgage,Undergraduate,No,3+,Urban,0.479,0
L02531,Female,42,Middle-aged,Hispanic,37000.0,0.0,584,150500.0,360,10.3,Rent,Graduate,No,1,Rural,0.293,0
L02532,Female,18,Young,Caucasian,32100.0,0.0,546,165300.0,360,4.9,Mortgage,Graduate,No,1,Semiurban,0.37,0
L02533,Male,19,Young,Caucasian,94900.0,0.0,533,408400.0,360,3.2,Rent,Undergraduate,No,0,Semiurban,0.31,1
L02534,Male,48,Middle-aged,Hispanic,42000.0,0.0,659,191700.0,360,10.7,Mortgage,Undergraduate,No,0,Urban,0.328,1
L02535,Female,53,Middle-aged,Caucasian,28800.0,8300.0,647,168800.0,180,30.1,Rent,Graduate,No,0,Urban,0.461,1
L02536,Female,30,Middle-aged,Hispanic,27600.0,0.0,615,124200.0,360,3.2,Mortgage,Graduate,No,1,Semiurban,0.324,1
L02537,Female,38,Middle-aged,Caucasian,43800.0,0.0,631,174000.0,360,7.1,Mortgage,Undergraduate,No,1,Rural,0.286,0
L02538,Male,44,Middle-aged,Caucasian,66300.0,0.0,596,202600.0,180,13.2,Mortgage,Graduate,No,0,Urban,0.309,1
L02539,Female,49,Middle-aged,Caucasian,24400.0,0.0,673,113200.0,360,4.7,Mortgage,Graduate,No,0,Urban,0.334,1
L02540,Female,18,Young,Caucasian,87300.0,24500.0,679,519000.0,180,1.1,Rent,Graduate,No,1,Rural,0.47,1
L02541,Female,30,Middle-aged,Caucasian,47100.0,0.0,558,191100.0,180,5.5,Mortgage,Graduate,No,3+,Rural,0.411,1
L02542,Female,37,Middle-aged,Hispanic,44300.0,0.0,645,166800.0,360,6.9,Rent,Undergraduate,No,0,Semiurban,0.271,0
L02543,Female,49,Middle-aged,African American,30600.0,0.0,673,127600.0,180,5.1,Rent,Undergraduate,No,1,Semiurban,0.422,0
L02544,Female,70,Senior,African American,32100.0,22600.0,625,204800.0,360,10.4,Mortgage,Graduate,No,2,Urban,0.269,1
L02545,Male,38,Middle-aged,Asian,46200.0,0.0,599,138700.0,360,6.7,Rent,Undergraduate,No,0,Urban,0.216,1
L02546,Male,24,Young,Caucasian,73700.0,24500.0,650,433500.0,360,3.6,Mortgage,Graduate,No,0,Rural,0.318,0
L02547,Male,45,Middle-aged,African American,39100.0,0.0,531,195300.0,360,10.1,Rent,Graduate,No,1,Semiurban,0.359,0
L02548,Male,56,Senior,Caucasian,66600.0,21100.0,594,328400.0,360,13.1,Rent,Graduate,No,2,Semiurban,0.269,1
L02549,Male,42,Middle-aged,Asian,41200.0,0.0,559,134900.0,180,6.7,Mortgage,Graduate,No,1,Semiurban,0.332,0
L02550,Male,30,Middle-aged,Caucasian,53000.0,0.0,502,239100.0,360,4.6,Mortgage,Graduate,No,0,Semiurban,0.325,0
L02551,Male,52,Middle-aged,African American,28400.0,0.0,688,94000.0,360,11.2,Rent,Undergraduate,No,0,Urban,0.238,1
L02552,Male,48,Middle-aged,Hispanic,71800.0,0.0,533,297400.0,120,8.6,Own,Graduate,No,0,Semiurban,0.552,0
L02553,Female,28,Young,Caucasian,29900.0,0.0,609,96000.0,360,11.7,Mortgage,Undergraduate,No,0,Semiurban,0.231,0
L02554,Female,45,Middle-aged,Caucasian,36600.0,0.0,668,158300.0,360,7.3,Own,Graduate,No,0,Urban,0.311,1
