app_id,age,monthly_income,credit_history_length,credit_score,num_credit_lines,loan_amount,interest_rate,loan_purpose,employment_status,years_at_job,annual_income,dti_ratio,has_cosigner,previous_defaults,loan_grade,loan_approved
PL02156,48,23362.58,30,778,1,32928.04,13.39,Education,Self-Employed,9.6,280350.96,0.54,No,0,B,1
PL02157,63,11902.32,30,721,3,30863.87,10.68,Debt Consolidation,Self-Employed,10.9,142827.84,0.963,No,1,B,0
PL02158,57,4740.24,30,651,19,26266.45,8.15,Debt Consolidation,Employed,7.4,56882.88,0.202,No,1,C,0
PL02159,67,13785.03,30,718,20,46397.09,13.91,Education,Self-Employed,4.6,165420.36000000002,0.29,No,2,C,0
PL02160,57,10023.13,30,705,11,26532.91,6.97,Home Improvement,Retired,9.6,120277.56,0.7,No,0,C,0
PL02161,32,10620.97,8,662,2,49535.24,14.12,Home Improvement,Employed,9.4,127451.63999999998,0.987,Yes,2,C,0
PL02162,57,16290.6,30,712,16,25952.21,12.96,Medical,Employed,12.6,195487.2,0.825,Yes,0,C,1
PL02163,69,18530.52,30,756,5,6676.75,10.64,Debt Consolidation,Employed,13.9,222366.24,0.554,No,0,B,1
PL02164,69,4543.88,30,767,16,24053.09,11.88,Medical,Employed,16.5,54526.56,0.085,No,0,B,1
PL02165,64,2818.58,30,751,16,9934.11,11.53,Home Improvement,Employed,14.5,33822.96,0.364,No,0,B,1
PL02166,48,24869.6,30,772,10,30259.54,12.26,Education,Retired,11.1,298435.19999999995,0.086,No,0,B,1
PL02167,67,7352.75,30,643,6,34963.48,14.22,Education,Employed,7.9,88233.0,0.311,No,0,D,1
PL02168,35,3238.1,14,653,1,23953.33,13.13,Medical,Employed,0.0,38857.2,0.259,No,0,C,1
PL02169,26,6367.13,2,701,18,5787.45,11.08,Home Improvement,Employed,11.2,76405.56,0.389,No,0,C,1
PL02170,64,2896.03,30,750,1,23963.43,12.29,Home Improvement,Employed,18.8,34752.36,0.837,No,2,B,0
PL02171,40,11011.65,25,711,12,4991.26,10.04,Debt Consolidation,Employed,3.9,132139.8,0.15,No,0,C,1
PL02172,70,20455.24,30,850,15,34424.17,6.69,Debt Consolidation,Self-Employed,4.7,245462.88,0.306,No,0,A,1
PL02173,34,9848.62,14,659,16,39728.04,11.96,Home Improvement,Employed,20.4,118183.44,0.261,Yes,0,C,1
PL02174,22,12216.22,0,676,10,48156.64,11.23,Home Improvement,Unemployed,0.0,146594.63999999998,0.296,No,0,C,1
PL02175,29,17538.5,2,651,8,8291.3,16.41,Debt Consolidation,Employed,3.3,210462.0,0.361,No,0,C,1
PL02176,57,13704.56,30,737,8,27088.6,11.01,Education,Employed,30.0,164454.72,0.244,No,0,B,1
PL02177,40,21813.25,15,795,13,28809.33,5.0,Other,Retired,13.3,261759.0,0.943,Yes,0,A,1
PL02178,46,21918.82,28,712,12,46201.35,9.57,Other,Unemployed,0.0,263025.83999999997,0.42,No,0,C,1
PL02179,49,2227.95,30,606,10,31736.56,10.95,Home Improvement,Employed,7.2,26735.399999999998,0.114,No,0,D,0
PL02180,21,19895.07,0,686,11,8129.97,11.7,Debt Consolidation,Self-Employed,12.1,238740.84,0.468,No,0,C,1
PL02181,55,12596.87,30,701,2,22381.21,11.23,Medical,Employed,13.4,151162.44,0.184,No,0,C,1
PL02182,26,24743.33,8,748,0,33083.36,8.69,Debt Consolidation,Employed,2.8,296919.96,0.216,No,0,B,1
PL02183,57,13114.34,30,696,7,35313.94,14.41,Home Improvement,Employed,23.2,157372.08000000002,0.285,No,0,C,1
PL02184,25,24698.61,1,799,18,43290.63,8.14,Debt Consolidation,Employed,9.7,296383.32,0.125,Yes,0,A,1
PL02185,53,19355.1,25,678,12,9844.85,17.75,Medical,Employed,6.0,232261.19999999998,0.721,No,0,C,1
PL02186,69,7717.91,30,779,6,47625.57,9.3,Medical,Employed,0.7,92614.92,0.792,No,1,B,1
PL02187,34,14383.08,14,641,12,3897.83,15.61,Home Improvement,Employed,14.5,172596.96,0.394,Yes,1,D,1
PL02188,32,24819.12,11,638,5,49204.34,15.18,Education,Employed,12.0,297829.44,0.689,No,0,D,1
PL02189,62,21723.2,30,784,2,43030.59,7.46,Debt Consolidation,Employed,2.2,260678.40000000002,0.389,No,0,A,1
PL02190,40,4239.44,9,628,5,33353.37,13.79,Medical,Self-Employed,11.1,50873.28,0.164,No,0,D,1
PL02191,70,18246.56,30,715,2,37014.78,10.67,Debt Consolidation,Employed,13.9,218958.72000000003,0.397,Yes,0,C,1
PL02192,44,9948.33,30,593,12,4561.91,16.3,Debt Consolidation,Employed,6.8,119379.95999999999,0.557,No,0,D,0
PL02193,63,2160.59,30,676,12,3032.51,12.72,Other,Unemployed,0.0,25927.08,0.041,Yes,1,C,1
PL02194,54,11280.06,30,753,12,5986.52,10.68,Education,Employed,10.0,135360.72,0.654,No,0,B,1
PL02195,45,7399.35,26,696,0,5280.63,12.6,Medical,Employed,8.2,88792.20000000001,0.743,No,0,C,0
PL02196,70,20833.99,30,787,7,27821.68,6.83,Education,Employed,2.3,250007.88,0.86,No,0,A,1
PL02197,49,9758.6,30,710,4,11556.76,9.89,Home Improvement,Employed,11.6,117103.20000000001,0.103,No,0,C,1
PL02198,59,21033.04,30,761,19,43150.08,9.49,Home Improvement,Employed,0.0,252396.48,0.0,No,0,B,1
PL02199,51,2013.75,28,580,16,22841.68,15.42,Medical,Self-Employed,21.5,24165.0,0.073,No,0,D,0
PL02200,67,9079.84,30,648,8,35080.01,13.33,Other,Employed,19.5,108958.08,0.924,No,0,D,0
PL02201,63,7546.8,30,693,12,32990.78,11.07,Education,Employed,1.8,90561.6,0.766,No,0,C,0
PL02202,70,7372.05,30,708,12,16672.8,16.31,Medical,Employed,0.0,88464.6,0.835,No,0,C,0
PL02203,43,3568.29,20,686,4,12915.21,9.91,Home Improvement,Employed,19.4,42819.479999999996,0.517,Yes,2,C,0
PL02204,64,6303.86,30,737,13,17780.36,8.55,Debt Consolidation,Self-Employed,8.7,75646.31999999999,0.527,No,0,B,1
PL02205,58,14777.64,30,760,10,40036.26,7.98,Education,Retired,10.5,177331.68,0.299,No,2,B,1
PL02206,40,8701.3,23,649,13,29727.57,13.23,Other,Employed,10.2,104415.59999999999,0.843,No,0,D,0
PL02207,43,11600.08,28,614,6,13423.39,17.73,Debt Consolidation,Self-Employed,0.0,139200.96,0.83,No,0,D,0
PL02208,65,10667.94,30,743,16,41074.48,9.35,Debt Consolidation,Self-Employed,16.3,128015.28,0.392,No,0,B,1
PL02209,36,22145.81,8,748,3,3683.21,6.99,Education,Employed,13.6,265749.72000000003,0.329,Yes,0,B,1
PL02210,70,22821.88,30,674,9,35259.99,15.86,Debt Consolidation,Unemployed,0.0,273862.56,0.738,No,0,C,0
PL02211,62,13338.01,30,688,9,22515.94,12.89,Home Improvement,Retired,0.0,160056.12,0.026,Yes,0,C,1
PL02212,28,9593.59,0,609,14,36833.23,16.8,Debt Consolidation,Employed,14.0,115123.08,0.86,No,0,D,0
PL02213,70,4456.42,30,708,19,46445.6,12.76,Debt Consolidation,Employed,13.0,53477.04,0.446,No,1,C,1
PL02214,41,23928.27,20,701,11,37751.67,9.31,Home Improvement,Self-Employed,9.2,287139.24,0.441,Yes,0,C,1
PL02215,21,3385.22,1,597,8,22656.3,16.49,Debt Consolidation,Employed,17.7,40622.64,0.669,No,0,D,0
PL02216,28,8845.96,13,629,2,8397.81,16.69,Medical,Retired,19.0,106151.51999999999,0.646,No,0,D,0
PL02217,49,8855.52,24,674,14,40511.2,11.72,Home Improvement,Employed,12.7,106266.24,0.266,Yes,0,C,1
PL02218,52,9369.23,30,655,11,23574.57,14.48,Home Improvement,Employed,0.0,112430.76,0.943,No,2,C,0
PL02219,58,5778.6,30,652,14,4690.3,15.09,Home Improvement,Employed,0.0,69343.20000000001,0.986,No,0,C,0
PL02220,25,20012.71,3,636,0,36233.71,11.81,Debt Consolidation,Employed,4.4,240152.52,0.526,No,0,D,1
PL02221,67,4817.45,30,717,14,15300.75,8.98,Debt Consolidation,Employed,8.0,57809.399999999994,0.561,No,0,C,1
PL02222,42,16602.85,29,735,10,3395.52,5.66,Debt Consolidation,Self-Employed,16.7,199234.19999999998,0.554,No,0,B,1
PL02223,67,4848.46,30,659,4,45234.8,14.14,Debt Consolidation,Employed,12.6,58181.520000000004,0.486,No,0,C,1
PL02224,54,3622.32,30,742,6,24671.95,13.68,Education,Employed,8.7,43467.840000000004,0.945,No,0,B,0
PL02225,21,22916.88,0,680,11,14767.09,11.34,Debt Consolidation,Employed,15.0,275002.56,0.245,No,0,C,1
PL02226,46,6372.96,30,740,19,36102.94,9.61,Education,Employed,3.8,76475.52,0.108,Yes,1,B,1
PL02227,63,20888.75,30,738,5,44409.22,12.12,Debt Consolidation,Self-Employed,15.0,250665.0,0.93,No,0,B,0
PL02228,30,14526.51,9,571,2,1015.05,18.21,Education,Self-Employed,11.8,174318.12,0.213,No,0,D,1
PL02229,50,3790.7,27,679,9,34704.76,10.83,Debt Consolidation,Employed,14.2,45488.399999999994,0.749,No,1,C,0
PL02230,70,23975.31,30,812,20,38583.57,9.78,Debt Consolidation,Employed,16.8,287703.72000000003,0.204,No,1,A,1
PL02231,38,7680.11,28,656,3,11286.44,14.21,Medical,Employed,9.6,92161.31999999999,0.96,No,0,C,0
PL02232,37,21771.84,7,690,12,24991.57,11.81,Medical,Employed,0.0,261262.08000000002,0.791,No,0,C,0
PL02233,46,5882.63,28,659,18,5375.01,13.38,Home Improvement,Self-Employed,4.7,70591.56,0.919,No,0,C,0
PL02234,28,21640.69,2,678,4,37590.74,14.0,Home Improvement,Employed,16.3,259688.27999999997,0.951,No,0,C,0
PL02235,67,2304.26,30,670,17,42525.34,11.96,Medical,Employed,5.5,27651.120000000003,0.084,No,0,C,1
PL02236,60,13770.95,30,770,0,6301.15,11.78,Medical,Employed,4.7,165251.40000000002,0.433,No,0,B,1
PL02237,69,19697.18,30,785,20,41006.55,10.47,Debt Consolidation,Unemployed,0.0,236366.16,0.648,No,0,A,1
PL02238,32,23500.3,10,751,20,38806.94,9.52,Debt Consolidation,Unemployed,0.0,282003.6,0.802,No,0,B,1
PL02239,47,22911.65,20,736,15,17998.75,10.31,Home Improvement,Unemployed,0.0,274939.80000000005,0.241,No,0,B,1
PL02240,28,20851.37,12,683,15,34824.19,10.9,Debt Consolidation,Self-Employed,23.9,250216.44,0.915,Yes,0,C,0
PL02241,45,22428.4,15,684,15,1002.36,11.27,Debt Consolidation,Self-Employed,13.2,269140.80000000005,0.221,Yes,0,C,1
PL02242,66,6582.05,30,686,18,46658.09,10.18,Debt Consolidation,Self-Employed,12.9,78984.6,0.866,No,0,C,0
PL02243,24,8536.24,1,464,15,27968.78,22.14,Debt Consolidation,Retired,8.1,102434.88,0.513,Yes,0,E,0
PL02244,53,8646.28,26,659,0,31396.6,13.81,Home Improvement,Unemployed,0.0,103755.36000000002,0.515,No,0,C,0
PL02245,21,10672.24,1,631,19,33568.31,11.77,Debt Consolidation,Employed,11.2,128066.88,0.374,No,0,D,1
PL02246,39,11046.38,10,701,19,28507.08,13.15,Education,Employed,10.3,132556.56,0.104,No,0,C,1
PL02247,51,14524.77,30,701,9,42981.43,10.03,Debt Consolidation,Employed,15.3,174297.24,0.347,No,0,C,1
PL02248,36,5677.23,7,657,1,30875.39,14.6,Medical,Employed,12.4,68126.76,0.427,Yes,0,C,1
PL02249,34,17898.67,15,588,13,45480.24,18.52,Medical,Self-Employed,12.2,214784.03999999998,0.479,Yes,0,D,0
PL02250,68,5854.03,30,702,7,29534.25,14.34,Debt Consolidation,Retired,19.1,70248.36,0.739,No,0,C,0
PL02251,25,9137.1,1,551,5,9385.0,20.79,Home Improvement,Employed,7.9,109645.20000000001,0.352,Yes,0,D,0
PL02252,61,13576.94,30,669,2,45764.57,16.54,Debt Consolidation,Employed,16.7,162923.28,0.407,No,1,C,1
PL02253,46,20318.13,21,724,15,34399.75,12.36,Medical,Unemployed,0.0,243817.56,0.906,No,0,B,0
PL02254,48,19007.79,26,794,16,35262.71,7.88,Medical,Employed,5.6,228093.48,0.753,No,2,A,1
PL02255,22,16847.29,0,686,11,49288.61,11.51,Other,Employed,6.7,202167.48,0.023,Yes,1,C,1
PL02256,70,5582.78,30,708,18,4684.63,11.22,Debt Consolidation,Self-Employed,3.9,66993.36,0.812,No,1,C,0
PL02257,26,14582.04,13,663,19,22001.04,16.76,Debt Consolidation,Employed,0.0,174984.48,0.99,No,0,C,0
PL02258,29,4011.27,21,582,2,12715.67,16.79,Debt Consolidation,Employed,24.8,48135.24,0.94,Yes,0,D,0
PL02259,53,10679.35,30,672,12,31890.9,13.08,Debt Consolidation,Employed,30.0,128152.20000000001,0.836,No,1,C,0
PL02260,61,11510.88,30,740,15,40533.77,12.95,Debt Consolidation,Employed,11.7,138130.56,0.629,No,0,B,1
PL02261,45,2915.66,15,575,10,48349.22,17.03,Debt Consolidation,Employed,7.4,34987.92,0.278,Yes,0,D,1
PL02262,68,8301.73,30,747,19,23275.21,8.09,Education,Employed,23.9,99620.76,0.654,No,1,B,1
PL02263,33,23979.94,15,706,15,39524.69,13.81,Other,Employed,14.8,287759.27999999997,0.696,No,0,C,1
PL02264,29,23933.55,5,758,19,45935.53,7.53,Debt Consolidation,Employed,4.0,287202.6,0.282,No,0,B,1
PL02265,33,10103.52,18,704,1,34482.95,12.44,Other,Self-Employed,3.0,121242.24,0.255,Yes,0,C,1
PL02266,51,2991.3,28,573,3,12893.9,18.05,Home Improvement,Employed,16.6,35895.600000000006,0.397,Yes,2,D,0
PL02267,61,6119.18,30,663,3,30784.85,14.13,Home Improvement,Employed,13.1,73430.16,0.641,Yes,3,C,0
PL02268,31,11021.01,12,614,16,48527.65,10.89,Other,Employed,19.0,132252.12,0.293,No,0,D,1
PL02269,24,23798.93,0,616,0,49390.14,17.2,Home Improvement,Employed,15.6,285587.16000000003,0.556,Yes,1,D,0
PL02270,54,5247.58,30,622,0,32475.63,15.24,Home Improvement,Employed,0.2,62970.96,0.899,No,0,D,0
PL02271,58,19560.86,30,850,4,44462.4,6.23,Education,Employed,3.8,234730.32,0.295,No,0,A,1
PL02272,66,4499.7,30,724,11,10817.12,11.73,Education,Unemployed,0.0,53996.399999999994,0.966,No,0,B,0
PL02273,24,24568.92,0,806,5,13057.85,7.63,Other,Retired,11.7,294827.04,0.473,Yes,0,A,1
PL02274,58,10777.18,30,751,5,47691.49,8.71,Debt Consolidation,Employed,9.0,129326.16,0.101,No,0,B,1
PL02275,39,19830.39,14,680,16,7626.53,11.95,Debt Consolidation,Employed,6.4,237964.68,0.055,Yes,0,C,1
PL02276,26,9879.59,0,622,12,10364.22,15.26,Home Improvement,Employed,7.5,118555.08,0.339,No,0,D,1
PL02277,54,16436.38,29,759,7,21606.88,9.48,Education,Employed,15.4,197236.56,0.259,No,0,B,1
PL02278,38,6416.37,16,669,11,29889.63,12.38,Home Improvement,Self-Employed,8.6,76996.44,0.844,Yes,0,C,0
PL02279,33,5358.48,6,603,14,30587.04,18.11,Debt Consolidation,Employed,4.6,64301.759999999995,0.738,No,1,D,0
PL02280,61,23575.48,30,704,18,15306.82,10.98,Medical,Self-Employed,0.0,282905.76,0.885,No,0,C,0
PL02281,43,23105.89,30,850,20,46110.08,5.0,Debt Consolidation,Retired,2.8,277270.68,0.589,No,0,A,1
PL02282,39,22411.79,13,723,19,45839.9,11.96,Other,Employed,18.5,268941.48,0.435,No,0,B,1
PL02283,65,16384.97,30,735,16,20211.33,13.99,Debt Consolidation,Employed,4.7,196619.64,0.271,No,1,B,1
PL02284,31,20590.17,8,710,8,22280.3,9.03,Home Improvement,Employed,24.5,247082.03999999998,0.583,No,0,C,1
PL02285,21,3587.85,0,587,20,35422.36,16.7,Debt Consolidation,Employed,15.0,43054.2,0.618,Yes,0,D,0
PL02286,44,9700.15,26,682,17,33486.8,14.76,Debt Consolidation,Retired,3.5,116401.79999999999,0.393,Yes,0,C,1
PL02287,27,9215.17,10,704,1,19732.55,12.78,Debt Consolidation,Employed,5.1,110582.04000000001,0.937,No,0,C,0
PL02288,45,16619.84,22,706,10,21297.97,12.79,Debt Consolidation,Employed,0.0,199438.08000000002,0.64,No,0,C,1
PL02289,41,10187.03,13,614,19,18053.91,15.79,Medical,Self-Employed,6.5,122244.36000000002,0.837,No,0,D,0
PL02290,35,5415.66,20,628,16,12533.87,9.77,Debt Consolidation,Employed,25.6,64987.92,0.62,No,0,D,0
PL02291,21,15718.74,0,637,20,23448.78,15.2,Education,Employed,23.1,188624.88,0.317,Yes,1,D,1
PL02292,32,20730.83,19,778,17,34635.27,9.02,Debt Consolidation,Employed,22.9,248769.96000000002,0.737,No,0,B,1
PL02293,27,10788.84,0,706,14,37356.37,13.8,Home Improvement,Employed,14.9,129466.08,0.23,Yes,0,C,1
PL02294,35,5042.18,14,640,6,39164.81,13.04,Debt Consolidation,Employed,8.6,60506.16,0.597,No,0,D,1
PL02295,41,6523.83,29,590,15,19361.87,20.18,Debt Consolidation,Employed,10.8,78285.95999999999,0.402,No,0,D,0
PL02296,39,7462.12,16,594,0,38467.16,16.02,Medical,Employed,14.4,89545.44,0.15,Yes,0,D,1
PL02297,49,8897.64,26,683,17,1319.3,11.63,Other,Employed,9.9,106771.68,0.413,No,1,C,1
PL02298,45,16784.29,25,730,7,24375.45,9.01,Home Improvement,Employed,3.7,201411.48,0.31,Yes,0,B,1
PL02299,53,15821.75,29,706,6,39901.32,13.64,Home Improvement,Unemployed,0.0,189861.0,0.112,Yes,0,C,1
PL02300,69,18009.84,30,744,1,31872.19,7.63,Debt Consolidation,Employed,0.0,216118.08000000002,0.824,No,0,B,1
PL02301,52,10337.55,29,666,11,24229.09,14.63,Home Improvement,Employed,14.8,124050.59999999999,0.499,No,0,C,1
PL02302,69,20951.95,30,781,15,32587.46,6.52,Home Improvement,Retired,2.7,251423.40000000002,0.346,No,0,A,1
PL02303,55,6694.02,30,564,8,45440.35,17.91,Other,Unemployed,0.0,80328.24,0.505,Yes,0,D,0
PL02304,64,12787.94,30,676,19,28752.71,9.86,Debt Consolidation,Self-Employed,1.4,153455.28,0.755,Yes,1,C,0
PL02305,58,20421.59,30,726,10,40189.52,12.21,Other,Employed,8.7,245059.08000000002,0.018,Yes,0,B,1
PL02306,46,6143.65,29,723,14,49056.39,10.47,Education,Employed,12.2,73723.79999999999,0.547,No,0,B,1
PL02307,31,4526.85,8,583,2,35572.84,18.25,Medical,Employed,8.7,54322.200000000004,0.479,No,0,D,0
PL02308,55,22324.73,30,770,20,29092.96,8.28,Education,Self-Employed,15.1,267896.76,0.893,No,0,B,1
PL02309,28,9887.38,3,656,12,2836.81,14.87,Education,Employed,13.6,118648.56,0.556,No,0,C,1
PL02310,66,17729.01,30,825,20,19349.42,6.04,Education,Employed,6.6,212748.12,0.137,Yes,0,A,1
PL02311,34,2583.02,7,684,12,28706.69,14.03,Debt Consolidation,Employed,5.3,30996.239999999998,0.389,Yes,0,C,1
PL02312,30,17871.08,6,686,1,40063.12,13.52,Home Improvement,Employed,4.7,214452.96000000002,0.621,No,1,C,0
PL02313,22,9270.33,0,606,5,22467.13,16.48,Medical,Employed,3.6,111243.95999999999,0.046,No,0,D,1
PL02314,66,3282.04,30,655,5,48042.86,12.06,Medical,Self-Employed,26.8,39384.479999999996,0.885,No,0,C,0
PL02315,29,16025.69,0,666,11,14317.89,12.49,Debt Consolidation,Self-Employed,5.0,192308.28,0.068,No,0,C,1
PL02316,23,7538.49,1,601,3,37483.79,14.77,Other,Employed,18.7,90461.88,0.031,No,0,D,1
PL02317,41,10896.57,28,704,4,21532.54,14.49,Medical,Retired,11.3,130758.84,0.002,Yes,0,C,1
PL02318,46,3853.36,25,672,7,24813.44,14.65,Debt Consolidation,Employed,7.2,46240.32,0.684,No,0,C,0
PL02319,28,5384.75,10,652,5,40322.6,14.08,Home Improvement,Employed,11.6,64617.0,0.456,No,1,C,0
PL02320,68,8853.48,30,783,20,15514.55,6.92,Debt Consolidation,Employed,12.0,106241.76,0.103,No,0,A,1
PL02321,22,4064.47,0,697,2,5743.79,10.38,Debt Consolidation,Employed,0.0,48773.64,0.856,No,0,C,0
PL02322,26,22949.0,0,712,7,26492.52,11.52,Education,Employed,9.4,275388.0,0.203,No,0,C,1
PL02323,48,2139.08,28,701,18,26910.94,15.46,Education,Employed,10.1,25668.96,0.326,No,0,C,1
PL02324,49,13128.79,24,686,20,40061.22,12.47,Debt Consolidation,Retired,7.4,157545.48,0.178,No,0,C,1
PL02325,46,4834.69,20,715,10,48447.64,13.54,Debt Consolidation,Retired,0.0,58016.28,0.927,No,0,C,0
PL02326,45,9076.62,21,728,17,3709.73,11.1,Other,Employed,7.3,108919.44,0.758,No,0,B,1
PL02327,32,23299.37,19,770,9,29992.78,9.76,Debt Consolidation,Employed,22.9,279592.44,0.724,Yes,0,B,1
PL02328,25,5718.97,16,623,19,34382.65,14.37,Debt Consolidation,Employed,14.4,68627.64,0.044,No,0,D,1
PL02329,54,24214.14,30,735,11,49304.27,9.83,Other,Employed,1.6,290569.68,0.523,No,0,B,1
PL02330,68,6733.27,30,639,19,47186.92,12.93,Debt Consolidation,Employed,17.1,80799.24,0.575,No,0,D,0
PL02331,57,19056.02,30,747,7,35910.09,10.29,Medical,Employed,1.1,228672.24,0.383,No,0,B,1
PL02332,35,14573.58,16,759,18,26567.68,8.65,Debt Consolidation,Employed,12.2,174882.96,0.322,No,1,B,1
PL02333,64,22343.01,30,764,20,8914.67,9.63,Education,Employed,12.2,268116.12,0.852,Yes,1,B,1
PL02334,56,14741.84,30,764,15,19824.65,6.94,Debt Consolidation,Employed,7.1,176902.08000000002,0.023,No,0,B,1
PL02335,35,14294.86,2,723,20,29670.99,11.68,Other,Self-Employed,18.3,171538.32,0.625,Yes,2,B,0
PL02336,63,6495.53,30,684,17,36534.82,12.88,Education,Self-Employed,16.0,77946.36,0.394,No,0,C,1
PL02337,68,5823.28,30,770,8,32134.58,8.91,Education,Employed,3.8,69879.36,0.666,No,0,B,1
PL02338,43,23079.25,14,595,3,35992.02,17.37,Other,Employed,7.7,276951.0,0.198,No,0,D,1
PL02339,26,9540.28,5,578,8,22028.47,16.89,Other,Retired,3.1,114483.36000000002,0.239,No,0,D,0
PL02340,66,10557.89,30,679,1,36653.74,20.39,Debt Consolidation,Employed,5.4,126694.68,0.587,No,0,C,1
PL02341,70,19475.94,30,736,8,8043.32,11.12,Home Improvement,Employed,15.2,233711.27999999997,0.98,No,0,B,1
PL02342,64,9792.94,30,733,8,8966.73,10.53,Debt Consolidation,Employed,9.9,117515.28,0.975,No,0,B,0
PL02343,63,23897.44,30,799,17,8978.78,8.8,Education,Employed,18.2,286769.27999999997,0.249,No,0,A,1
PL02344,65,18972.34,30,784,10,44652.38,6.96,Debt Consolidation,Employed,0.0,227668.08000000002,0.102,No,0,A,1
PL02345,41,15740.87,12,730,12,4725.67,9.35,Education,Employed,12.2,188890.44,0.59,Yes,0,B,1
PL02346,43,22260.59,11,689,5,40273.91,13.92,Debt Consolidation,Employed,16.6,267127.08,0.42,No,0,C,1
PL02347,63,3140.94,30,620,8,12444.97,17.23,Education,Self-Employed,10.8,37691.28,0.762,No,0,D,0
PL02348,36,7912.44,18,671,15,23953.07,15.52,Education,Employed,0.0,94949.28,0.528,No,0,C,1
PL02349,67,12695.84,30,705,3,45881.87,8.74,Debt Consolidation,Employed,1.6,152350.08000000002,0.511,No,1,C,0
PL02350,35,7220.51,11,567,1,29710.92,17.61,Education,Employed,17.3,86646.12,0.646,No,1,D,0
PL02351,45,19109.82,21,774,6,11295.77,9.11,Other,Employed,5.7,229317.84,0.126,No,0,B,1
PL02352,56,23141.78,29,837,14,14920.41,7.03,Medical,Employed,3.8,277701.36,0.677,No,0,A,1
PL02353,31,11746.71,7,738,5,46101.88,11.14,Education,Employed,7.3,140960.52,0.489,Yes,0,B,1
PL02354,35,9869.05,3,668,10,21930.05,11.57,Other,Employed,8.0,118428.59999999999,0.82,No,0,C,0
PL02355,24,24115.67,0,739,19,29762.29,11.07,Education,Employed,19.5,289388.04,0.139,No,0,B,1
PL02356,41,12231.61,18,751,16,23536.68,10.14,Debt Consolidation,Self-Employed,0.0,146779.32,0.301,No,0,B,1
PL02357,33,13248.11,15,640,3,19543.47,15.18,Education,Self-Employed,14.6,158977.32,0.95,No,0,D,0
PL02358,42,10087.95,20,729,18,11940.68,8.31,Debt Consolidation,Employed,21.7,121055.40000000001,0.553,No,0,B,1
PL02359,39,22919.61,21,746,6,34623.38,7.86,Home Improvement,Employed,17.6,275035.32,0.929,No,0,B,1
PL02360,54,15085.98,30,769,10,36193.86,12.31,Other,Unemployed,0.0,181031.76,0.689,No,0,B,1
PL02361,34,19530.02,18,714,12,14469.37,13.15,Debt Consolidation,Employed,6.3,234360.24,0.926,No,0,C,0
PL02362,24,20671.55,5,756,20,39661.53,9.15,Education,Retired,17.1,248058.59999999998,0.318,Yes,0,B,1
PL02363,68,9862.53,30,736,2,42872.22,10.09,Education,Employed,9.3,118350.36000000002,0.091,No,0,B,1
PL02364,66,11974.97,30,657,13,46113.08,18.22,Debt Consolidation,Employed,5.8,143699.63999999998,0.802,Yes,0,C,0
PL02365,47,21514.85,29,814,1,8899.41,6.73,Home Improvement,Employed,0.0,258178.19999999998,0.804,No,0,A,1
PL02366,49,10354.87,30,642,17,15892.26,14.22,Medical,Self-Employed,6.3,124258.44,0.619,No,0,D,0
PL02367,67,20260.51,30,837,4,43157.31,5.0,Debt Consolidation,Employed,18.5,243126.12,0.58,No,0,A,1
PL02368,48,23642.82,30,749,12,10728.47,9.12,Home Improvement,Self-Employed,0.0,283713.83999999997,0.915,No,0,B,1
PL02369,55,16333.84,26,790,12,1169.95,5.0,Debt Consolidation,Self-Employed,26.8,196006.08000000002,0.176,No,0,A,1
PL02370,28,19057.43,1,748,13,43670.54,10.68,Other,Employed,13.3,228689.16,0.617,Yes,0,B,1
PL02371,36,20517.24,19,736,11,16996.02,12.7,Debt Consolidation,Employed,1.2,246206.88,0.05,No,0,B,1
PL02372,62,21435.91,30,796,20,21310.38,10.0,Medical,Employed,11.8,257230.91999999998,0.141,No,0,A,1
PL02373,56,11086.23,30,728,12,22870.37,9.14,Debt Consolidation,Employed,15.5,133034.76,0.437,Yes,1,B,1
PL02374,50,3179.06,28,555,17,42565.46,13.82,Debt Consolidation,Retired,6.1,38148.72,0.821,Yes,0,D,0
PL02375,38,11243.15,12,678,12,17556.72,13.5,Home Improvement,Employed,5.0,134917.8,0.733,No,0,C,1
PL02376,22,17496.39,0,615,3,44721.71,18.32,Education,Employed,25.8,209956.68,0.974,No,1,D,0
PL02377,69,12358.06,30,748,9,31230.02,6.43,Other,Employed,7.3,148296.72,0.045,No,0,B,1
PL02378,33,19226.15,6,644,4,26837.05,13.62,Education,Retired,8.9,230713.80000000002,0.381,No,0,D,1
PL02379,24,10210.6,7,579,17,16955.11,18.03,Other,Employed,20.6,122527.20000000001,0.159,Yes,1,D,1
PL02380,46,16599.12,29,795,7,12941.87,5.82,Other,Unemployed,0.0,199189.44,0.037,No,0,A,1
PL02381,45,6287.66,25,714,13,31578.86,7.73,Education,Self-Employed,16.1,75451.92,0.264,No,0,C,1
PL02382,50,19235.5,20,735,1,22897.81,8.74,Education,Retired,6.2,230826.0,0.244,No,0,B,1
PL02383,31,14551.01,8,683,7,45615.28,11.45,Home Improvement,Employed,4.4,174612.12,0.42,No,0,C,1
PL02384,27,6693.48,0,615,15,25090.3,11.91,Debt Consolidation,Employed,13.0,80321.76,0.14,Yes,0,D,1
PL02385,51,8713.96,30,714,6,26077.95,13.32,Home Improvement,Employed,2.2,104567.51999999999,0.489,Yes,0,C,1
