application_id,annual_income,monthly_debt,fico_score,requested_amount,property_value,employment_length,loan_purpose,home_type,marital_status,num_dependents,education_level,loan_term_years,down_payment_pct,existing_mortgages,loan_approved
HL01492,127644.24,2867.82,681,800000.0,1028764.05,7,Purchase,Townhouse,Single,0,Bachelor,30,0.13,2,1
HL01493,87499.15,1708.21,661,800000.0,1046850.1,13,Purchase,Condo,Married,4,Bachelor,30,0.223,1,1
HL01494,45128.88,3242.32,644,576472.45,745759.96,30,Purchase,Single Family,Single,3,Master,30,0.227,1,0
HL01495,190948.36,342.2,660,661375.23,721237.98,23,Purchase,Single Family,Married,3,High School,30,0.083,2,1
HL01496,208758.52,4486.99,655,800000.0,989760.31,15,Refinance,Single Family,Married,4,Bachelor,30,0.074,3,1
HL01497,195359.85,596.91,691,800000.0,959598.25,19,Purchase,Single Family,Married,3,High School,30,0.139,3,1
HL01498,152460.86,1639.21,662,800000.0,1076368.66,37,Refinance,Single Family,Married,0,Master,30,0.228,3,1
HL01499,129441.09,4078.73,599,626459.95,696840.88,14,Purchase,Single Family,Divorced,3,Bachelor,30,0.101,2,0
HL01500,262416.75,2986.56,701,800000.0,1163602.98,13,Refinance,Single Family,Divorced,4,High School,30,0.173,3,1
HL01501,167747.49,1968.18,632,800000.0,1195665.18,11,Home Improvement,Single Family,Single,4,Bachelor,30,0.186,3,1
HL01502,156775.02,2367.18,585,164684.04,206112.69,33,Purchase,Single Family,Married,5,Master,30,0.201,1,1
HL01503,32051.57,4272.74,630,800000.0,1030736.73,7,Home Improvement,Single Family,Single,4,Master,15,0.154,0,0
HL01504,118843.15,1700.02,612,561461.34,637300.04,18,Purchase,Condo,Married,1,High School,30,0.119,1,0
HL01505,129553.8,4348.25,717,386836.18,511012.13,4,Refinance,Single Family,Single,0,Bachelor,15,0.243,2,1
HL01506,134676.26,440.67,536,639294.51,764706.35,26,Purchase,Single Family,Single,4,Bachelor,20,0.164,1,1
HL01507,184547.4,3883.99,614,111748.61,137961.25,40,Purchase,Condo,Single,5,Bachelor,30,0.19,0,1
HL01508,171740.7,4237.74,637,576423.27,644768.76,12,Purchase,Condo,Married,0,Bachelor,15,0.106,1,0
HL01509,192173.9,909.09,702,800000.0,1054751.89,31,Purchase,Townhouse,Married,5,Bachelor,30,0.177,3,1
HL01510,235342.9,2151.73,687,287726.66,315144.21,30,Refinance,Single Family,Single,1,Master,30,0.087,0,1
HL01511,248571.08,827.5,689,508094.79,554688.63,40,Purchase,Single Family,Married,0,Master,30,0.084,2,1
HL01512,222483.85,3533.02,604,800000.0,1131916.0,36,Purchase,Single Family,Divorced,2,Bachelor,30,0.187,1,1
HL01513,287769.02,2676.74,636,476349.84,557134.32,1,Home Improvement,Single Family,Married,1,Bachelor,30,0.145,1,1
HL01514,30013.96,3176.62,581,392094.14,478163.59,6,Home Improvement,Single Family,Married,1,Bachelor,15,0.18,3,0
HL01515,78838.95,982.43,521,519820.0,570603.73,10,Home Improvement,Single Family,Married,3,High School,30,0.089,0,0
HL01516,27079.79,1058.73,536,552564.09,659384.36,10,Refinance,Single Family,Single,4,Bachelor,20,0.162,3,0
HL01517,203055.55,207.49,676,685383.51,785990.26,22,Purchase,Single Family,Single,1,Bachelor,30,0.128,1,1
HL01518,271958.4,1610.34,636,800000.0,975779.4,30,Purchase,Single Family,Divorced,0,High School,20,0.161,1,1
HL01519,91957.63,2798.72,676,528755.17,583614.98,7,Purchase,Single Family,Single,2,Master,20,0.094,0,0
HL01520,279934.5,4289.67,751,800000.0,994666.05,31,Home Improvement,Single Family,Divorced,0,Master,15,0.187,1,1
HL01521,41573.53,3334.64,492,535620.54,675435.74,20,Purchase,Townhouse,Single,0,Master,15,0.207,0,0
HL01522,281969.91,2176.98,644,416136.79,455790.57,30,Purchase,Condo,Single,2,Bachelor,30,0.087,2,1
HL01523,121696.24,4765.6,496,736935.99,815194.68,0,Purchase,Single Family,Single,5,Bachelor,30,0.096,1,0
HL01524,52890.73,3596.23,537,728010.97,882437.54,12,Purchase,Townhouse,Married,3,Master,30,0.175,0,0
HL01525,158614.73,4650.83,667,574191.77,702805.1,10,Purchase,Single Family,Married,4,High School,15,0.183,0,1
HL01526,95613.56,2637.94,577,113033.85,138691.84,28,Refinance,Single Family,Single,1,Bachelor,30,0.185,3,0
HL01527,103340.05,1294.52,624,218216.95,266118.23,3,Purchase,Single Family,Married,4,PhD,20,0.18,1,1
HL01528,109504.74,264.13,528,350028.59,395959.94,35,Purchase,Townhouse,Divorced,3,Bachelor,30,0.116,3,1
HL01529,245832.12,3630.42,712,346978.21,392953.81,14,Refinance,Single Family,Married,5,PhD,30,0.117,0,1
HL01530,173269.35,606.51,608,760994.94,832598.4,2,Refinance,Single Family,Single,2,Bachelor,30,0.086,2,1
HL01531,110609.62,1513.88,605,89425.49,95642.24,28,Purchase,Townhouse,Single,4,High School,30,0.065,2,1
HL01532,192841.79,2662.35,641,756766.16,925142.0,20,Home Improvement,Single Family,Married,0,High School,30,0.182,1,1
HL01533,221941.44,2822.08,597,354461.26,373510.28,1,Refinance,Condo,Married,1,Bachelor,30,0.051,2,0
HL01534,99971.6,3002.92,542,323763.78,423774.58,5,Purchase,Single Family,Divorced,1,High School,30,0.236,1,0
HL01535,138726.0,831.28,667,527092.07,668898.56,30,Refinance,Single Family,Married,5,Bachelor,15,0.212,1,1
HL01536,58518.68,1898.69,599,248292.63,317916.3,23,Refinance,Multi Family,Single,3,High School,30,0.219,0,0
HL01537,74816.07,3085.97,639,800000.0,1070030.23,39,Purchase,Single Family,Married,3,PhD,30,0.229,0,1
HL01538,212307.41,4849.09,672,150515.09,171039.88,16,Purchase,Condo,Married,2,High School,15,0.12,0,1
HL01539,74895.55,3638.16,594,450745.25,574930.16,4,Purchase,Multi Family,Single,3,Bachelor,30,0.216,3,0
HL01540,169419.93,4613.02,548,800000.0,1030600.05,1,Refinance,Single Family,Divorced,4,Bachelor,30,0.065,0,0
HL01541,219987.72,3811.06,646,740950.53,767824.38,11,Purchase,Single Family,Married,1,Master,30,0.035,1,1
HL01542,54391.15,2958.58,575,321884.96,403870.71,4,Refinance,Single Family,Married,2,Bachelor,30,0.203,0,0
HL01543,181010.86,960.12,738,523130.89,548355.23,40,Purchase,Single Family,Single,3,Master,30,0.046,3,1
HL01544,95554.77,3333.43,632,655133.48,870031.18,19,Purchase,Single Family,Single,0,Bachelor,20,0.247,0,0
HL01545,289804.89,3116.9,771,800000.0,1169918.34,7,Purchase,Townhouse,Married,1,High School,30,0.178,2,1
HL01546,157975.05,3012.35,658,800000.0,1079781.06,0,Purchase,Single Family,Married,2,Bachelor,30,0.196,1,1
HL01547,246647.95,2448.93,637,421577.01,460236.91,5,Refinance,Townhouse,Single,1,Bachelor,30,0.084,2,1
HL01548,176312.3,2643.28,644,800000.0,1197972.61,10,Refinance,Condo,Single,4,Bachelor,30,0.178,2,1
HL01549,36938.45,1672.21,580,75785.04,78942.75,2,Purchase,Multi Family,Married,5,Bachelor,30,0.04,3,0
HL01550,199116.63,2596.56,602,83381.62,106083.48,30,Purchase,Townhouse,Married,3,Bachelor,30,0.214,2,1
HL01551,286635.92,987.78,674,800000.0,1001820.58,27,Refinance,Condo,Single,5,High School,30,0.067,0,1
HL01552,190443.25,4025.87,634,244606.14,299395.52,4,Refinance,Townhouse,Married,3,High School,30,0.183,1,0
HL01553,250276.94,928.88,755,132039.56,143365.43,25,Refinance,Condo,Single,3,Master,30,0.079,2,1
HL01554,268156.78,424.83,580,326410.96,341791.58,15,Purchase,Condo,Married,0,Bachelor,30,0.045,2,1
HL01555,87721.94,2181.23,654,478969.35,554362.67,30,Home Improvement,Condo,Married,4,High School,30,0.136,1,1
HL01556,83312.33,3291.54,544,800000.0,896887.05,27,Refinance,Condo,Single,0,High School,30,0.067,0,0
HL01557,193019.77,2188.58,577,629675.75,777377.47,6,Purchase,Single Family,Married,4,High School,30,0.19,2,0
HL01558,138032.83,1383.77,678,314253.31,342323.87,37,Purchase,Single Family,Single,4,Master,30,0.082,1,1
HL01559,255961.86,2790.86,714,573855.43,641179.25,8,Purchase,Single Family,Single,4,High School,30,0.105,0,1
HL01560,272506.36,1735.01,748,800000.0,1116990.87,38,Refinance,Single Family,Married,3,Bachelor,30,0.155,0,1
HL01561,122190.88,4664.34,651,800000.0,991883.75,34,Purchase,Single Family,Married,3,High School,15,0.093,0,1
HL01562,90139.4,4613.23,698,389028.01,438588.51,26,Purchase,Townhouse,Married,3,Bachelor,30,0.113,3,1
HL01563,239644.52,2511.86,697,800000.0,1180047.63,11,Purchase,Single Family,Single,0,High School,30,0.209,0,1
HL01564,100571.66,1639.42,592,800000.0,872197.95,24,Purchase,Single Family,Married,2,High School,15,0.069,0,0
HL01565,251218.94,3685.66,692,138283.26,145255.53,28,Purchase,Condo,Single,5,Bachelor,30,0.048,1,1
HL01566,141528.02,183.56,682,102871.11,114555.8,30,Refinance,Townhouse,Single,4,Bachelor,30,0.102,3,1
HL01567,208576.22,2373.85,615,231930.49,264458.94,33,Purchase,Condo,Married,0,Bachelor,30,0.123,0,1
HL01568,51272.21,1681.62,543,760656.01,893837.85,32,Purchase,Condo,Married,3,High School,30,0.149,2,0
HL01569,196561.31,4602.68,632,250155.19,281706.29,26,Purchase,Single Family,Divorced,5,Bachelor,30,0.112,3,1
HL01570,149236.11,60.02,519,517736.41,650422.62,1,Purchase,Single Family,Married,3,High School,15,0.204,1,0
HL01571,186317.33,2764.07,650,172900.85,179917.64,13,Purchase,Single Family,Single,2,Bachelor,30,0.039,3,1
HL01572,71203.91,3703.32,491,800000.0,1110996.93,12,Purchase,Single Family,Divorced,3,High School,30,0.125,2,0
HL01573,227640.28,2425.09,666,409292.74,461955.69,23,Purchase,Single Family,Single,4,High School,30,0.114,3,1
HL01574,262269.2,427.02,724,800000.0,1096648.56,4,Refinance,Townhouse,Single,1,High School,15,0.172,2,1
HL01575,84603.45,4862.31,568,800000.0,1137985.1,33,Purchase,Condo,Married,5,Bachelor,15,0.243,0,0
HL01576,51321.5,2590.05,659,70265.68,81894.73,22,Refinance,Single Family,Divorced,3,Bachelor,20,0.142,0,0
HL01577,31500.61,3070.93,492,449655.52,597152.09,18,Purchase,Single Family,Married,2,Bachelor,15,0.247,3,0
HL01578,201542.16,1183.05,710,92875.21,102738.06,29,Purchase,Single Family,Married,5,Bachelor,30,0.096,3,1
HL01579,191950.86,2417.49,679,800000.0,1097279.36,15,Refinance,Single Family,Married,1,High School,20,0.037,1,1
HL01580,175341.79,2145.75,551,614766.73,658208.49,39,Purchase,Condo,Married,5,High School,30,0.066,1,0
HL01581,88785.45,374.48,729,140672.5,159312.01,33,Home Improvement,Single Family,Married,4,High School,30,0.117,2,1
HL01582,132499.15,530.8,613,179155.19,199061.32,10,Purchase,Condo,Single,4,High School,15,0.1,0,1
HL01583,188480.99,4187.36,600,480618.82,506447.65,13,Purchase,Condo,Single,4,High School,30,0.051,3,0
HL01584,161610.89,1199.1,560,800000.0,1132763.47,14,Purchase,Single Family,Single,2,High School,20,0.125,0,0
HL01585,296641.02,974.79,687,765652.43,854522.8,34,Refinance,Condo,Divorced,1,Master,15,0.104,3,1
HL01586,62520.93,2524.56,574,800000.0,1051071.22,6,Home Improvement,Single Family,Married,4,Bachelor,30,0.057,2,0
HL01587,216164.75,3843.74,663,440973.68,487263.73,28,Purchase,Single Family,Married,3,Bachelor,15,0.095,0,1
HL01588,136187.66,309.73,603,95801.94,123615.41,21,Purchase,Single Family,Single,1,Bachelor,30,0.225,1,1
HL01589,142754.89,2884.04,653,800000.0,1171107.34,22,Purchase,Single Family,Single,4,PhD,15,0.096,2,1
HL01590,222339.39,596.05,641,76681.84,94319.61,23,Refinance,Single Family,Married,1,Bachelor,30,0.187,0,1
HL01591,215419.94,182.31,560,800000.0,1141108.11,34,Purchase,Single Family,Single,5,High School,30,0.165,2,1
HL01592,297595.4,263.72,691,429031.6,489762.1,9,Purchase,Single Family,Married,3,PhD,15,0.124,3,1
HL01593,60308.43,4170.82,461,79184.52,86351.71,7,Purchase,Single Family,Single,0,Bachelor,30,0.083,0,0
HL01594,53630.15,589.86,594,755918.38,850301.89,11,Refinance,Condo,Married,4,Bachelor,20,0.111,0,0
HL01595,224193.17,225.76,613,800000.0,1178107.84,28,Purchase,Single Family,Married,3,Bachelor,15,0.16,0,1
HL01596,184056.4,2189.5,650,800000.0,1161328.94,28,Refinance,Condo,Married,2,Bachelor,30,0.107,1,1
HL01597,100394.18,4219.97,665,236337.97,256054.14,22,Refinance,Single Family,Married,5,Bachelor,30,0.077,2,1
HL01598,46840.33,1312.04,525,263285.17,278903.78,25,Purchase,Townhouse,Married,4,Bachelor,15,0.056,1,0
HL01599,48556.02,2108.56,627,551915.47,711231.28,36,Purchase,Single Family,Married,0,High School,30,0.224,1,0
HL01600,270902.49,199.61,663,691388.0,791967.93,31,Refinance,Single Family,Divorced,5,Bachelor,30,0.127,2,1
HL01601,77763.51,2245.39,676,754495.16,906845.15,37,Purchase,Single Family,Married,3,Master,30,0.168,2,1
HL01602,113927.18,2888.07,588,240223.59,278681.66,5,Purchase,Single Family,Single,5,Bachelor,30,0.138,0,0
HL01603,87330.51,2854.54,551,800000.0,1153882.97,7,Refinance,Single Family,Married,3,High School,30,0.222,0,0
HL01604,122623.98,1662.13,645,674544.41,793581.66,16,Home Improvement,Condo,Married,1,Bachelor,30,0.15,2,1
HL01605,44091.56,1577.67,550,800000.0,1027927.78,11,Home Improvement,Townhouse,Married,4,High School,30,0.136,0,0
HL01606,167741.44,533.12,591,523534.2,682573.93,21,Refinance,Single Family,Single,0,PhD,30,0.233,3,1
HL01607,43593.45,1833.99,547,439341.9,541061.45,13,Purchase,Single Family,Single,2,Bachelor,30,0.188,0,0
HL01608,245098.04,497.47,670,800000.0,1174330.77,33,Purchase,Single Family,Divorced,1,High School,30,0.055,2,1
HL01609,89270.82,3832.98,661,679524.37,729886.54,18,Purchase,Townhouse,Divorced,4,Bachelor,20,0.069,1,0
HL01610,173503.28,4831.37,540,800000.0,1050232.78,5,Purchase,Single Family,Married,0,Bachelor,30,0.203,2,0
HL01611,267021.75,4850.37,684,800000.0,1147453.95,17,Purchase,Single Family,Single,1,High School,30,0.214,2,1
HL01612,203991.28,4325.36,683,709557.87,834773.96,35,Purchase,Single Family,Single,0,High School,30,0.15,1,1
HL01613,171563.39,3003.96,645,587287.5,692556.01,36,Refinance,Single Family,Single,5,Bachelor,30,0.152,3,1
HL01614,114191.78,3504.33,672,65607.21,78949.71,37,Home Improvement,Single Family,Married,0,Master,30,0.169,0,1
HL01615,116575.53,1426.03,604,104779.29,120022.1,14,Home Improvement,Single Family,Single,1,High School,15,0.127,3,1
HL01616,209108.91,3153.85,645,246785.25,300957.62,37,Purchase,Single Family,Married,1,Bachelor,30,0.18,1,1
HL01617,298388.32,2278.25,728,268909.48,284259.49,39,Home Improvement,Single Family,Single,4,Bachelor,15,0.054,3,1
HL01618,207005.78,2410.09,658,274457.16,361603.64,8,Purchase,Townhouse,Married,1,High School,30,0.241,1,1
HL01619,178390.44,3788.88,619,336531.43,418051.47,5,Purchase,Townhouse,Married,5,High School,30,0.195,2,0
HL01620,225928.89,1409.59,688,398941.23,480073.68,1,Refinance,Single Family,Married,4,High School,15,0.169,3,1
HL01621,152931.54,1590.2,593,493294.41,548104.9,15,Purchase,Single Family,Married,0,Master,15,0.1,0,1
HL01622,41539.14,4623.21,540,174120.03,186224.63,0,Home Improvement,Single Family,Married,1,PhD,20,0.065,0,0
HL01623,179631.62,281.12,613,107938.31,122657.17,29,Purchase,Single Family,Married,4,High School,30,0.12,1,1
HL01624,288346.95,2428.17,761,686546.51,833187.51,32,Purchase,Single Family,Married,4,Bachelor,15,0.176,2,1
HL01625,73208.31,4564.0,425,564665.9,679501.68,0,Purchase,Single Family,Single,2,PhD,20,0.169,3,0
HL01626,214751.34,3051.82,677,509150.74,574662.23,38,Refinance,Single Family,Single,4,Bachelor,30,0.114,3,1
HL01627,80256.76,2732.04,591,658602.02,788744.93,15,Purchase,Single Family,Married,4,High School,30,0.165,1,0
HL01628,172352.61,1248.72,552,795856.21,1006139.33,16,Refinance,Single Family,Married,2,High School,30,0.209,3,1
HL01629,51586.02,1716.38,591,536132.96,556154.52,37,Refinance,Single Family,Divorced,3,Bachelor,30,0.036,0,0
HL01630,148852.01,4260.24,648,693541.94,796259.4,17,Refinance,Condo,Married,5,Bachelor,20,0.129,0,1
HL01631,232944.92,2796.09,695,800000.0,1147768.75,21,Purchase,Condo,Single,1,Bachelor,20,0.197,3,1
HL01632,120582.17,2573.71,477,800000.0,1019577.56,21,Purchase,Multi Family,Married,2,Bachelor,30,0.15,3,0
HL01633,207850.72,497.9,722,458365.5,554250.91,34,Refinance,Condo,Married,4,High School,30,0.173,2,1
HL01634,243748.74,80.14,634,685062.31,800306.44,30,Home Improvement,Single Family,Married,4,High School,30,0.144,2,1
HL01635,279973.9,4818.43,724,206202.0,274204.79,39,Refinance,Condo,Married,1,Master,30,0.248,3,1
HL01636,89526.57,1884.93,631,675952.79,705587.46,26,Purchase,Single Family,Married,5,Master,30,0.042,3,1
HL01637,134811.88,3016.07,573,800000.0,1178994.33,35,Purchase,Single Family,Single,0,Bachelor,15,0.138,1,0
HL01638,66914.4,398.58,616,625199.28,658104.5,3,Purchase,Single Family,Married,2,High School,30,0.05,2,1
HL01639,297932.96,3415.57,679,800000.0,1118593.09,4,Refinance,Single Family,Married,3,Bachelor,30,0.065,3,1
HL01640,279925.27,4662.83,586,472461.09,533251.79,24,Purchase,Multi Family,Married,1,Bachelor,30,0.114,1,1
HL01641,173488.21,2878.33,695,800000.0,1198700.43,30,Refinance,Townhouse,Married,1,Bachelor,30,0.064,2,1
HL01642,256559.16,630.58,639,550779.89,726622.54,13,Home Improvement,Single Family,Married,2,Master,20,0.242,1,1
HL01643,168263.44,2908.61,591,93385.1,122552.62,29,Purchase,Single Family,Married,4,High School,30,0.238,3,1
HL01644,196486.06,3831.74,628,658648.84,735099.15,11,Purchase,Condo,Married,4,Bachelor,30,0.104,0,1
HL01645,49509.22,2032.08,588,318248.36,383894.28,26,Home Improvement,Single Family,Married,3,High School,30,0.171,0,0
HL01646,232699.37,4399.19,663,95144.89,111541.49,23,Purchase,Single Family,Single,2,Bachelor,30,0.147,0,1
HL01647,60121.21,3243.41,607,789781.84,998459.97,29,Purchase,Single Family,Married,1,Bachelor,30,0.209,0,0
HL01648,252168.6,4496.24,609,320482.94,385195.84,17,Purchase,Condo,Married,2,Bachelor,30,0.168,3,1
HL01649,240057.72,3117.53,632,800000.0,971117.12,13,Purchase,Single Family,Single,0,High School,30,0.03,0,1
HL01650,219904.79,656.44,654,320194.31,399244.78,18,Refinance,Condo,Married,1,Bachelor,30,0.198,0,1
HL01651,34944.1,1548.46,662,236655.42,293617.15,21,Purchase,Condo,Single,3,Master,30,0.194,3,1
HL01652,108360.3,1008.97,598,800000.0,1170677.52,25,Purchase,Single Family,Single,3,Bachelor,30,0.142,2,1
HL01653,97355.96,4544.13,652,371507.11,481850.99,6,Refinance,Single Family,Married,1,High School,30,0.229,2,0
HL01654,124037.51,3802.0,613,578692.14,751548.24,27,Purchase,Single Family,Single,4,Master,30,0.23,2,1
HL01655,49101.76,3381.99,550,650850.95,761229.18,37,Purchase,Single Family,Married,1,High School,30,0.145,1,0
HL01656,282663.4,1504.83,678,589825.31,705532.67,4,Refinance,Single Family,Married,1,High School,15,0.164,2,1
HL01657,177295.62,920.22,630,800000.0,1104032.71,35,Refinance,Single Family,Single,0,Bachelor,15,0.249,3,1
HL01658,109019.19,3782.26,634,753706.57,833746.21,17,Purchase,Single Family,Divorced,1,High School,30,0.096,2,0
HL01659,134169.92,2370.79,685,475750.47,529199.63,13,Purchase,Single Family,Single,5,Bachelor,30,0.101,1,1
HL01660,147980.7,1128.95,641,800000.0,1045177.93,22,Refinance,Single Family,Married,5,Bachelor,30,0.07,1,1
HL01661,190163.44,3083.11,704,215431.82,278695.76,13,Refinance,Single Family,Married,2,High School,30,0.227,0,1
HL01662,166811.84,201.67,585,553936.68,687266.35,31,Purchase,Single Family,Married,2,Bachelor,15,0.194,3,1
HL01663,277832.79,1630.85,668,800000.0,1144369.17,4,Purchase,Condo,Divorced,3,High School,15,0.053,2,1
HL01664,161664.96,2342.78,594,587043.54,778572.33,21,Purchase,Single Family,Married,4,Bachelor,30,0.246,2,1
HL01665,297843.45,739.79,714,800000.0,994089.51,27,Refinance,Single Family,Divorced,3,High School,30,0.191,3,1
HL01666,259141.86,4923.27,661,634430.31,810255.82,11,Purchase,Single Family,Single,0,High School,30,0.217,3,1
HL01667,82340.39,1045.49,627,800000.0,1019292.22,17,Refinance,Condo,Married,1,High School,30,0.041,3,0
HL01668,280913.68,651.77,643,800000.0,1137548.86,35,Purchase,Single Family,Married,3,High School,15,0.141,3,1
HL01669,57000.76,1017.67,580,311742.14,382036.94,30,Refinance,Townhouse,Divorced,1,High School,30,0.184,3,0
HL01670,249798.67,3845.31,709,226254.28,265868.72,12,Home Improvement,Condo,Divorced,3,Bachelor,30,0.149,3,1
HL01671,129671.41,2127.53,511,509839.93,619489.59,19,Purchase,Single Family,Divorced,1,Bachelor,30,0.177,3,0
HL01672,266442.94,2827.08,789,683030.23,864595.23,35,Purchase,Single Family,Married,3,High School,30,0.21,1,1
HL01673,263715.59,105.05,667,293564.06,330590.16,6,Purchase,Single Family,Single,5,High School,30,0.112,0,1
HL01674,246629.49,172.16,572,62337.86,79614.13,22,Purchase,Single Family,Single,5,Bachelor,20,0.217,2,1
HL01675,242258.37,2229.13,679,430389.08,460802.01,33,Purchase,Single Family,Single,5,Bachelor,30,0.066,1,1
HL01676,108786.76,4083.28,606,800000.0,1164966.75,31,Purchase,Single Family,Single,2,Bachelor,15,0.09,1,1
HL01677,47252.8,4426.19,569,800000.0,856838.39,20,Home Improvement,Townhouse,Single,0,PhD,20,0.04,2,0
HL01678,135819.55,433.53,667,468577.1,526491.12,5,Refinance,Single Family,Single,3,Master,15,0.11,1,1
HL01679,72719.24,2691.82,623,258400.23,291648.11,15,Refinance,Single Family,Single,2,High School,30,0.114,3,0
HL01680,216111.55,4566.15,672,377151.5,475600.88,34,Purchase,Single Family,Divorced,4,High School,30,0.207,1,1
HL01681,120177.42,1939.86,632,219773.29,266069.36,19,Purchase,Single Family,Single,3,Master,30,0.174,2,1
HL01682,293292.81,4147.83,691,170075.2,194594.05,40,Purchase,Condo,Single,1,High School,30,0.126,0,1
HL01683,201267.32,668.48,739,800000.0,1095085.17,10,Purchase,Single Family,Married,0,Bachelor,15,0.173,2,1
HL01684,251182.15,4676.97,601,800000.0,1197356.63,31,Purchase,Condo,Married,2,PhD,30,0.042,0,1
HL01685,61444.29,3757.12,587,241454.73,259628.74,13,Purchase,Single Family,Single,2,Bachelor,30,0.07,3,0
HL01686,262053.98,4706.67,684,113433.12,136337.88,23,Refinance,Condo,Single,0,High School,30,0.168,1,1
HL01687,278758.23,3383.09,730,369690.48,445947.5,38,Purchase,Single Family,Single,3,Bachelor,20,0.171,2,1
HL01688,158942.03,1817.02,587,475493.26,594366.58,30,Purchase,Condo,Single,1,High School,20,0.2,2,1
HL01689,191719.56,4690.91,558,269078.46,305423.9,16,Purchase,Condo,Single,4,Master,30,0.119,0,0
HL01690,235322.7,1377.83,675,335837.56,414103.03,24,Home Improvement,Condo,Married,3,High School,20,0.189,1,1
HL01691,73080.62,1660.86,600,246803.26,300979.58,8,Purchase,Single Family,Married,0,Bachelor,20,0.18,2,0
HL01692,163205.67,3504.04,706,717100.7,946043.14,21,Purchase,Single Family,Married,3,Bachelor,30,0.242,2,1
HL01693,134632.33,3826.58,553,800000.0,876650.19,34,Purchase,Single Family,Married,3,High School,20,0.077,1,0
HL01694,65252.85,4647.02,640,670133.07,789320.46,36,Purchase,Multi Family,Single,0,High School,15,0.151,3,0
HL01695,126071.97,1024.01,731,427899.64,510620.09,16,Refinance,Single Family,Married,0,High School,30,0.162,0,1
HL01696,43747.39,3989.99,552,800000.0,1097671.06,27,Purchase,Condo,Married,4,Bachelor,30,0.25,2,0
HL01697,32098.27,3692.73,501,800000.0,1165724.11,0,Purchase,Single Family,Married,0,Master,30,0.074,1,0
HL01698,62170.73,318.97,560,231144.32,270344.23,8,Purchase,Single Family,Divorced,0,High School,30,0.145,3,0
HL01699,289856.66,1936.12,695,291344.96,325889.22,12,Refinance,Single Family,Single,0,High School,15,0.106,2,1
HL01700,176120.62,1413.83,666,569050.01,666334.91,31,Purchase,Single Family,Divorced,2,Bachelor,30,0.146,3,1
HL01701,290601.09,1522.45,665,163266.68,177656.89,27,Purchase,Single Family,Divorced,0,High School,20,0.081,2,1
HL01702,143936.92,4914.73,699,543364.27,566004.45,30,Purchase,Single Family,Single,0,Bachelor,20,0.04,2,0
HL01703,110749.44,3213.89,549,615710.8,729515.17,7,Purchase,Single Family,Single,0,High School,15,0.156,3,0
HL01704,164189.01,3588.38,545,593450.16,662332.77,7,Purchase,Condo,Single,4,Bachelor,15,0.104,0,0
HL01705,145865.71,4883.09,678,415963.11,447272.16,33,Purchase,Single Family,Married,3,High School,30,0.07,3,1
HL01706,54057.79,1886.01,463,616041.13,685251.53,22,Purchase,Condo,Single,0,High School,15,0.101,1,0
HL01707,201227.24,4009.2,640,800000.0,1153651.07,9,Purchase,Single Family,Single,0,Bachelor,20,0.041,2,0
HL01708,84410.5,2172.65,748,233451.65,306769.58,36,Refinance,Condo,Divorced,4,High School,30,0.239,3,1
HL01709,195386.69,4347.67,647,683439.01,811685.28,24,Purchase,Single Family,Single,3,Master,15,0.158,3,1
HL01710,203805.3,903.29,595,97942.63,123821.28,32,Purchase,Single Family,Single,4,Bachelor,20,0.209,2,1
HL01711,66806.83,4738.43,580,131303.09,149718.46,3,Purchase,Single Family,Married,5,High School,30,0.123,2,0
HL01712,41871.15,1093.86,568,536467.0,695806.75,6,Purchase,Single Family,Divorced,1,Master,30,0.229,3,0
HL01713,239709.44,1631.1,677,166800.89,193056.58,32,Purchase,Single Family,Single,1,High School,15,0.136,0,1
HL01714,151445.12,3780.96,658,84518.28,100140.14,1,Purchase,Condo,Single,1,Bachelor,15,0.156,2,1
HL01715,40995.04,1968.78,518,230974.73,267952.12,31,Purchase,Condo,Married,0,Bachelor,30,0.138,3,0
HL01716,298588.24,3041.06,783,574758.35,710455.32,4,Purchase,Single Family,Married,4,High School,30,0.191,1,1
HL01717,40889.65,2222.87,582,731988.49,866258.57,16,Purchase,Condo,Divorced,0,Master,20,0.155,0,0
HL01718,216134.69,3711.85,694,275537.43,302788.38,11,Refinance,Single Family,Single,1,PhD,20,0.09,1,1
HL01719,295511.7,1141.66,666,775530.77,826791.87,11,Purchase,Single Family,Married,3,Bachelor,20,0.062,2,1
HL01720,90774.53,292.29,659,234599.27,280285.87,34,Purchase,Single Family,Married,3,Bachelor,15,0.163,2,1
HL01721,64118.58,1499.65,569,659550.34,765139.6,20,Purchase,Condo,Divorced,5,Master,15,0.138,0,0
HL01722,58380.86,2371.54,593,510993.45,538454.64,20,Purchase,Single Family,Married,4,Bachelor,30,0.051,2,0
HL01723,108400.67,840.1,557,715693.09,810524.45,1,Purchase,Townhouse,Married,5,High School,20,0.117,1,0
HL01724,52787.6,1773.99,526,800000.0,1194434.35,20,Purchase,Single Family,Single,3,Bachelor,30,0.143,3,0
HL01725,215344.37,1999.92,692,800000.0,1130044.09,14,Purchase,Condo,Single,1,Master,30,0.212,3,1
HL01726,42130.24,286.96,548,76065.58,79816.98,10,Purchase,Condo,Married,5,Master,15,0.047,1,0
HL01727,165091.09,2916.54,589,800000.0,1071118.61,9,Purchase,Condo,Single,5,Master,30,0.107,1,0
